No.	image_file	question	category	l2-category	bbox	index	multi-choice options	answer				
462	49643636368_3bc68fcf29_o.jpg	I want to enter the event hall with the BANK OF AMERICA FORUM sign on the entrance, how do I get there?	DG	DG	"[{""bbox_2d"": [7062, 1500, 7187, 1510], ""label"": ""BANK OF AMERICA FORUM sign""}]"	#462	['A. Turn left and go straight.', 'B. Turn around, go straight, and take the stairs on the left.', 'C. Turn around, go straight, and take the stairs on the right.', 'D. Turn right and go straight.']	B				
463	49643636368_3bc68fcf29_o.jpg	I want to enter the event hall with the BANK OF AMERICA FORUM sign on the entrance, how do I get there?	DG	DG	"[{""bbox_2d"": [7062, 1500, 7187, 1510], ""label"": ""BANK OF AMERICA FORUM sign""}]"	#463	['A. Turn right and go straight.', 'B. Turn left and go straight.', 'C. Turn around, go straight, and take the stairs on the left.', 'D. Turn around, go straight, and take the stairs on the right.']	C				
464	49643636368_3bc68fcf29_o.jpg	I want to enter the event hall with the BANK OF AMERICA FORUM sign on the entrance, how do I get there?	DG	DG	"[{""bbox_2d"": [7062, 1500, 7187, 1510], ""label"": ""BANK OF AMERICA FORUM sign""}]"	#464	['A. Turn around, go straight, and take the stairs on the right.', 'B. Turn right and go straight.', 'C. Turn left and go straight.', 'D. Turn around, go straight, and take the stairs on the left.']	D				
465	49724957206_b6cf9df827_o.jpg	I want to sit on the bench, how do I get there?	DG	DG	"[{""bbox_2d"": [773, 2024, 1106, 2130], ""label"": ""bench""}]"	#465	['A. Head southwest', 'B. Head northeast', 'C. Head northwest', 'D. Head southeast']	A				
466	49724957206_b6cf9df827_o.jpg	I want to sit on the bench, how do I get there?	DG	DG	"[{""bbox_2d"": [773, 2024, 1106, 2130], ""label"": ""bench""}]"	#466	['A. Head southeast', 'B. Head southwest', 'C. Head northeast', 'D. Head northwest']	B				
467	49724957206_b6cf9df827_o.jpg	I want to sit on the bench, how do I get there?	DG	DG	"[{""bbox_2d"": [773, 2024, 1106, 2130], ""label"": ""bench""}]"	#467	['A. Head northwest', 'B. Head southeast', 'C. Head southwest', 'D. Head northeast']	C				
468	49724957206_b6cf9df827_o.jpg	I want to sit on the bench, how do I get there?	DG	DG	"[{""bbox_2d"": [773, 2024, 1106, 2130], ""label"": ""bench""}]"	#468	['A. Head northeast', 'B. Head northwest', 'C. Head southeast', 'D. Head southwest']	D				
469	49793929511_ca121df9d0_o.jpg	Where is the exit located?	DG	DG	"[{""bbox_2d"": [117, 1552, 1029, 2817], ""label"": ""exit""}]"	#469	"[""A. Behind the viewer, marked by a door labeled 'BACK'."", 'B. To the right, near the stained-glass window.', 'C. Directly ahead, past the central iconostasis.', 'D. To the left, next to the main display counter.']"	A				
470	49793929511_ca121df9d0_o.jpg	Where is the exit located?	DG	DG	"[{""bbox_2d"": [117, 1552, 1029, 2817], ""label"": ""exit""}]"	#470	"['A. To the left, next to the main display counter.', ""B. Behind the viewer, marked by a door labeled 'BACK'."", 'C. To the right, near the stained-glass window.', 'D. Directly ahead, past the central iconostasis.']"	B				
471	49793929511_ca121df9d0_o.jpg	Where is the exit located?	DG	DG	"[{""bbox_2d"": [117, 1552, 1029, 2817], ""label"": ""exit""}]"	#471	"['A. Directly ahead, past the central iconostasis.', 'B. To the left, next to the main display counter.', ""C. Behind the viewer, marked by a door labeled 'BACK'."", 'D. To the right, near the stained-glass window.']"	C				
472	49793929511_ca121df9d0_o.jpg	Where is the exit located?	DG	DG	"[{""bbox_2d"": [117, 1552, 1029, 2817], ""label"": ""exit""}]"	#472	"['A. To the right, near the stained-glass window.', 'B. Directly ahead, past the central iconostasis.', 'C. To the left, next to the main display counter.', ""D. Behind the viewer, marked by a door labeled 'BACK'.""]"	D				
473	49855474273_f4037ebc13_o.jpg	How can one exit this richly decorated room?	DG	DG	"[{""bbox_2d"": [17, 1456, 243, 2634], ""label"": ""exit door part 1""},{""bbox_2d"": [6888, 1549, 7289, 2524], ""label"": ""exit door part2""}]"	#473	"[""A. Turn around, and it's right there."", 'B. Walk towards the golden iconostasis at the front.', 'C. Proceed towards the dark archway visible on the far right or far left of the panorama.', 'D. Climb through one of the windows.']"	A				
474	49855474273_f4037ebc13_o.jpg	How can one exit this richly decorated room?	DG	DG	"[{""bbox_2d"": [17, 1456, 243, 2634], ""label"": ""exit door part 1""},{""bbox_2d"": [6888, 1549, 7289, 2524], ""label"": ""exit door part2""}]"	#474	"['A. Climb through one of the windows.', ""B. Turn around, and it's right there."", 'C. Walk towards the golden iconostasis at the front.', 'D. Proceed towards the dark archway visible on the far right or far left of the panorama.']"	B				
475	49855474273_f4037ebc13_o.jpg	How can one exit this richly decorated room?	DG	DG	"[{""bbox_2d"": [17, 1456, 243, 2634], ""label"": ""exit door part 1""},{""bbox_2d"": [6888, 1549, 7289, 2524], ""label"": ""exit door part2""}]"	#475	"['A. Proceed towards the dark archway visible on the far right or far left of the panorama.', 'B. Climb through one of the windows.', ""C. Turn around, and it's right there."", 'D. Walk towards the golden iconostasis at the front.']"	C				
476	49855474273_f4037ebc13_o.jpg	How can one exit this richly decorated room?	DG	DG	"[{""bbox_2d"": [17, 1456, 243, 2634], ""label"": ""exit door part 1""},{""bbox_2d"": [6888, 1549, 7289, 2524], ""label"": ""exit door part2""}]"	#476	"['A. Walk towards the golden iconostasis at the front.', 'B. Proceed towards the dark archway visible on the far right or far left of the panorama.', 'C. Climb through one of the windows.', ""D. Turn around, and it's right there.""]"	D				
477	49974111241_71169d4510_o.jpg	How should I reach the crowd?	DG	DG	"[{""bbox_2d"": [4, 1794, 816, 1979], ""label"": ""crowd""}]"	#477	['A. Turn around and go straight.', 'B. Turn left and go straight.', 'C. Turn right and go straight.', 'D. Go straight.']	A				
478	49974111241_71169d4510_o.jpg	How should I reach the crowd?	DG	DG	"[{""bbox_2d"": [4, 1794, 816, 1979], ""label"": ""crowd""}]"	#478	['A. Go straight.', 'B. Turn around and go straight.', 'C. Turn left and go straight.', 'D. Turn right and go straight.']	B				
479	49974111241_71169d4510_o.jpg	How should I reach the crowd?	DG	DG	"[{""bbox_2d"": [4, 1794, 816, 1979], ""label"": ""crowd""}]"	#479	['A. Turn right and go straight.', 'B. Go straight.', 'C. Turn around and go straight.', 'D. Turn left and go straight.']	C				
480	49974111241_71169d4510_o.jpg	How should I reach the crowd?	DG	DG	"[{""bbox_2d"": [4, 1794, 816, 1979], ""label"": ""crowd""}]"	#480	['A. Turn left and go straight.', 'B. Turn right and go straight.', 'C. Go straight.', 'D. Turn around and go straight.']	D				
481	50013812877_7c4074df7c_o.jpg	How can I reach the second floor of the yellow building?	DG	DG	"[{""bbox_2d"": [1473, 1593, 2079, 2029], ""label"": ""yellow building""}]"	#481	['A. Turn left and go straight. Then take the stairs with roof.', 'B. Head southwest and go straight. Enter the door.', 'C. Turn right and follow the dirt path.', 'D. Go straight and enter the door.']	A				
482	50013812877_7c4074df7c_o.jpg	How can I reach the second floor of the yellow building?	DG	DG	"[{""bbox_2d"": [1473, 1593, 2079, 2029], ""label"": ""yellow building""}]"	#482	['A. Go straight and enter the door.', 'B. Turn left and go straight. Then take the stairs with roof.', 'C. Head southwest and go straight. Enter the door.', 'D. Turn right and follow the dirt path.']	B				
483	50013812877_7c4074df7c_o.jpg	How can I reach the second floor of the yellow building?	DG	DG	"[{""bbox_2d"": [1473, 1593, 2079, 2029], ""label"": ""yellow building""}]"	#483	['A. Turn right and follow the dirt path.', 'B. Go straight and enter the door.', 'C. Turn left and go straight. Then take the stairs with roof.', 'D. Head southwest and go straight. Enter the door.']	C				
484	50013812877_7c4074df7c_o.jpg	How can I reach the second floor of the yellow building?	DG	DG	"[{""bbox_2d"": [1473, 1593, 2079, 2029], ""label"": ""yellow building""}]"	#484	['A. Head southwest and go straight. Enter the door.', 'B. Turn right and follow the dirt path.', 'C. Go straight and enter the door.', 'D. Turn left and go straight. Then take the stairs with roof.']	D				
485	50054908946_6393b83d91_o.jpg	I want to throw out some garbage. How should I reach the trash bin?	DG	DG	"[{""bbox_2d"": [4581, 1977, 4681, 2104], ""label"": ""trash bin""}]"	#485	['A. Go straight and turn right. The trash bin is on your left.', 'B. Go straight and turn left. The trash bin is on your left.', 'C. Go straight and turn left. The trash bin is on your right.', 'D. Go straight and turn left. The trash bin is on your right.']	A				
486	50054908946_6393b83d91_o.jpg	I want to throw out some garbage. How should I reach the trash bin?	DG	DG	"[{""bbox_2d"": [4581, 1977, 4681, 2104], ""label"": ""trash bin""}]"	#486	['A. Go straight and turn left. The trash bin is on your right.', 'B. Go straight and turn right. The trash bin is on your left.', 'C. Go straight and turn left. The trash bin is on your left.', 'D. Go straight and turn left. The trash bin is on your right.']	B				
487	50054908946_6393b83d91_o.jpg	I want to throw out some garbage. How should I reach the trash bin?	DG	DG	"[{""bbox_2d"": [4581, 1977, 4681, 2104], ""label"": ""trash bin""}]"	#487	['A. Go straight and turn left. The trash bin is on your right.', 'B. Go straight and turn left. The trash bin is on your right.', 'C. Go straight and turn right. The trash bin is on your left.', 'D. Go straight and turn left. The trash bin is on your left.']	C				
488	50054908946_6393b83d91_o.jpg	I want to throw out some garbage. How should I reach the trash bin?	DG	DG	"[{""bbox_2d"": [4581, 1977, 4681, 2104], ""label"": ""trash bin""}]"	#488	['A. Go straight and turn left. The trash bin is on your left.', 'B. Go straight and turn left. The trash bin is on your right.', 'C. Go straight and turn left. The trash bin is on your right.', 'D. Go straight and turn right. The trash bin is on your left.']	D				
489	50304647478_c77129b524_o.jpg	Where is the accessible entrance to the building located?	DG	DG	"[{""bbox_2d"": [2734, 2091, 2822, 2186], ""label"": ""accessible entrance sign""}]"	#489	"[""A. It's on the left side of the building."", ""B. It's at the front, directly opposite the viewer."", ""C. It's on the right side of the building."", 'D. There is no accessible entrance visible.']"	A				
490	50304647478_c77129b524_o.jpg	Where is the accessible entrance to the building located?	DG	DG	"[{""bbox_2d"": [2734, 2091, 2822, 2186], ""label"": ""accessible entrance sign""}]"	#490	"['A. There is no accessible entrance visible.', ""B. It's on the left side of the building."", ""C. It's at the front, directly opposite the viewer."", ""D. It's on the right side of the building.""]"	B				
491	50304647478_c77129b524_o.jpg	Where is the accessible entrance to the building located?	DG	DG	"[{""bbox_2d"": [2734, 2091, 2822, 2186], ""label"": ""accessible entrance sign""}]"	#491	"[""A. It's on the right side of the building."", 'B. There is no accessible entrance visible.', ""C. It's on the left side of the building."", ""D. It's at the front, directly opposite the viewer.""]"	C				
492	50304647478_c77129b524_o.jpg	Where is the accessible entrance to the building located?	DG	DG	"[{""bbox_2d"": [2734, 2091, 2822, 2186], ""label"": ""accessible entrance sign""}]"	#492	"[""A. It's at the front, directly opposite the viewer."", ""B. It's on the right side of the building."", 'C. There is no accessible entrance visible.', ""D. It's on the left side of the building.""]"	D				
493	50320220063_908c188224_o.jpg	What direction does the dirt path in front of the main building appear to be heading?	DG	DG	"[{""bbox_2d"": [5539, 1819, 7212, 3482], ""label"": ""dirt path in""},{""bbox_2d"": [121, 1814, 1834, 3399], ""label"": ""dirt path out""}]"	#493	['A. From right to left', 'B. Towards the main building', 'C. Straight ahead', 'D. From left to right']	A				
494	50320220063_908c188224_o.jpg	What direction does the dirt path in front of the main building appear to be heading?	DG	DG	"[{""bbox_2d"": [5539, 1819, 7212, 3482], ""label"": ""dirt path in""},{""bbox_2d"": [121, 1814, 1834, 3399], ""label"": ""dirt path out""}]"	#494	['A. From left to right', 'B. From right to left', 'C. Towards the main building', 'D. Straight ahead']	B				
495	50320220063_908c188224_o.jpg	What direction does the dirt path in front of the main building appear to be heading?	DG	DG	"[{""bbox_2d"": [5539, 1819, 7212, 3482], ""label"": ""dirt path in""},{""bbox_2d"": [121, 1814, 1834, 3399], ""label"": ""dirt path out""}]"	#495	['A. Straight ahead', 'B. From left to right', 'C. From right to left', 'D. Towards the main building']	C				
496	50320220063_908c188224_o.jpg	What direction does the dirt path in front of the main building appear to be heading?	DG	DG	"[{""bbox_2d"": [5539, 1819, 7212, 3482], ""label"": ""dirt path in""},{""bbox_2d"": [121, 1814, 1834, 3399], ""label"": ""dirt path out""}]"	#496	['A. Towards the main building', 'B. Straight ahead', 'C. From left to right', 'D. From right to left']	D				
497	50394779036_1cd12548b2_o.jpg	How do I reach the house with a windmill attached to it?	DG	DG	"[{""bbox_2d"": [4636, 1580, 5059, 1982], ""label"": ""house with a windmill""}]"	#497	['A. Follow the path to the right, the house is on your right.', 'B. Turn left and walk straight until you see it.', 'C. Go straight ahead towards the lake.', 'D. Turn around and walk back.']	A				
498	50394779036_1cd12548b2_o.jpg	How do I reach the house with a windmill attached to it?	DG	DG	"[{""bbox_2d"": [4636, 1580, 5059, 1982], ""label"": ""house with a windmill""}]"	#498	['A. Turn around and walk back.', 'B. Follow the path to the right, the house is on your right.', 'C. Turn left and walk straight until you see it.', 'D. Go straight ahead towards the lake.']	B				
499	50394779036_1cd12548b2_o.jpg	How do I reach the house with a windmill attached to it?	DG	DG	"[{""bbox_2d"": [4636, 1580, 5059, 1982], ""label"": ""house with a windmill""}]"	#499	['A. Go straight ahead towards the lake.', 'B. Turn around and walk back.', 'C. Follow the path to the right, the house is on your right.', 'D. Turn left and walk straight until you see it.']	C				
500	50394779036_1cd12548b2_o.jpg	How do I reach the house with a windmill attached to it?	DG	DG	"[{""bbox_2d"": [4636, 1580, 5059, 1982], ""label"": ""house with a windmill""}]"	#500	['A. Turn left and walk straight until you see it.', 'B. Go straight ahead towards the lake.', 'C. Turn around and walk back.', 'D. Follow the path to the right, the house is on your right.']	D				
501	50744510732_87a6d961ef_o.jpg	How do I reach a store with a 'VIA ERO' sign on it?	DG	DG	"[{""bbox_2d"": [7174, 1766, 7284, 1937], ""label"": ""store with a VIA ERO sign""}]"	#501	['A. Turn around and go straight.', 'B. Go straight ahead.', 'C. Turn left and go straight.', 'D. Turn right and go straight.']	A				
502	50744510732_87a6d961ef_o.jpg	How do I reach a store with a 'VIA ERO' sign on it?	DG	DG	"[{""bbox_2d"": [7174, 1766, 7284, 1937], ""label"": ""store with a VIA ERO sign""}]"	#502	['A. Turn right and go straight.', 'B. Turn around and go straight.', 'C. Go straight ahead.', 'D. Turn left and go straight.']	B				
503	50744510732_87a6d961ef_o.jpg	How do I reach a store with a 'VIA ERO' sign on it?	DG	DG	"[{""bbox_2d"": [7174, 1766, 7284, 1937], ""label"": ""store with a VIA ERO sign""}]"	#503	['A. Turn left and go straight.', 'B. Turn right and go straight.', 'C. Turn around and go straight.', 'D. Go straight ahead.']	C				
504	50744510732_87a6d961ef_o.jpg	How do I reach a store with a 'VIA ERO' sign on it?	DG	DG	"[{""bbox_2d"": [7174, 1766, 7284, 1937], ""label"": ""store with a VIA ERO sign""}]"	#504	['A. Go straight ahead.', 'B. Turn left and go straight.', 'C. Turn right and go straight.', 'D. Turn around and go straight.']	D				
505	50759370641_e579696b37_o.jpg	How can I reach the souvenir shop?	DG	DG	"[{""bbox_2d"": [5920, 1884, 6164, 2103], ""label"": ""souvenir shop""}]"	#505	"[""A. Turn right and go straight. It's on your right."", ""B. Turn right and go straight. It's on your left."", ""C. Turn left and go straight. It's on your left."", ""D. Turn left and go straight. It's on your right.""]"	A				
506	50759370641_e579696b37_o.jpg	How can I reach the souvenir shop?	DG	DG	"[{""bbox_2d"": [5920, 1884, 6164, 2103], ""label"": ""souvenir shop""}]"	#506	"[""A. Turn left and go straight. It's on your right."", ""B. Turn right and go straight. It's on your right."", ""C. Turn right and go straight. It's on your left."", ""D. Turn left and go straight. It's on your left.""]"	B				
507	50759370641_e579696b37_o.jpg	How can I reach the souvenir shop?	DG	DG	"[{""bbox_2d"": [5920, 1884, 6164, 2103], ""label"": ""souvenir shop""}]"	#507	"[""A. Turn left and go straight. It's on your left."", ""B. Turn left and go straight. It's on your right."", ""C. Turn right and go straight. It's on your right."", ""D. Turn right and go straight. It's on your left.""]"	C				
508	50759370641_e579696b37_o.jpg	How can I reach the souvenir shop?	DG	DG	"[{""bbox_2d"": [5920, 1884, 6164, 2103], ""label"": ""souvenir shop""}]"	#508	"[""A. Turn right and go straight. It's on your left."", ""B. Turn left and go straight. It's on your left."", ""C. Turn left and go straight. It's on your right."", ""D. Turn right and go straight. It's on your right.""]"	D				
509	50792015997_16c3275a6e_o.jpg	I want to sit. How do I reach the bench?	DG	DG	"[{""bbox_2d"": [2938, 1781, 3025, 1828], ""label"": ""bench""}]"	#509	['A. Turn slightly left and walk along the grass path.', 'B. Walk straight ahead towards the water tower.', 'C. Turn right and follow the asphalt road.', 'D. Go back towards the trees on the far left.']	A				
510	50792015997_16c3275a6e_o.jpg	I want to sit. How do I reach the bench?	DG	DG	"[{""bbox_2d"": [2938, 1781, 3025, 1828], ""label"": ""bench""}]"	#510	['A. Go back towards the trees on the far left.', 'B. Turn slightly left and walk along the grass path.', 'C. Walk straight ahead towards the water tower.', 'D. Turn right and follow the asphalt road.']	B				
511	50792015997_16c3275a6e_o.jpg	I want to sit. How do I reach the bench?	DG	DG	"[{""bbox_2d"": [2938, 1781, 3025, 1828], ""label"": ""bench""}]"	#511	['A. Turn right and follow the asphalt road.', 'B. Go back towards the trees on the far left.', 'C. Turn slightly left and walk along the grass path.', 'D. Walk straight ahead towards the water tower.']	C				
512	50792015997_16c3275a6e_o.jpg	I want to sit. How do I reach the bench?	DG	DG	"[{""bbox_2d"": [2938, 1781, 3025, 1828], ""label"": ""bench""}]"	#512	['A. Walk straight ahead towards the water tower.', 'B. Turn right and follow the asphalt road.', 'C. Go back towards the trees on the far left.', 'D. Turn slightly left and walk along the grass path.']	D				
513	50796374426_7f36f08b90_o.jpg	How do I reach the GASTRO bar?	DG	DG	"[{""bbox_2d"": [6547, 1627, 7146, 1839], ""label"": ""GASTRO bar""}]"	#513	['A. Head back-right from your current orientation.', 'B. Turn left and walk straight.', 'C. Go straight forward towards the large church.', 'D. Turn sharply left and then right.']	A				
514	50796374426_7f36f08b90_o.jpg	How do I reach the GASTRO bar?	DG	DG	"[{""bbox_2d"": [6547, 1627, 7146, 1839], ""label"": ""GASTRO bar""}]"	#514	['A. Turn sharply left and then right.', 'B. Head back-right from your current orientation.', 'C. Turn left and walk straight.', 'D. Go straight forward towards the large church.']	B				
515	50796374426_7f36f08b90_o.jpg	How do I reach the GASTRO bar?	DG	DG	"[{""bbox_2d"": [6547, 1627, 7146, 1839], ""label"": ""GASTRO bar""}]"	#515	['A. Go straight forward towards the large church.', 'B. Turn sharply left and then right.', 'C. Head back-right from your current orientation.', 'D. Turn left and walk straight.']	C				
516	50796374426_7f36f08b90_o.jpg	How do I reach the GASTRO bar?	DG	DG	"[{""bbox_2d"": [6547, 1627, 7146, 1839], ""label"": ""GASTRO bar""}]"	#516	['A. Turn left and walk straight.', 'B. Go straight forward towards the large church.', 'C. Turn sharply left and then right.', 'D. Head back-right from your current orientation.']	D				
517	50808043546_18611cf6fb_o.jpg	Where can I pay for my purchases?	DG	DG	"[{""bbox_2d"": [4939, 1907, 5742, 2210], ""label"": ""cash register""}]"	#517	"['A. The cash register is on the right hand side.', 'B. You can pay at the counter on the far left.', ""C. Payment is handled by the person holding the 'Ideal' tray."", 'D. There is no visible cash register; you must pay online.']"	A				
518	50808043546_18611cf6fb_o.jpg	Where can I pay for my purchases?	DG	DG	"[{""bbox_2d"": [4939, 1907, 5742, 2210], ""label"": ""cash register""}]"	#518	"['A. There is no visible cash register; you must pay online.', 'B. The cash register is on the right hand side.', 'C. You can pay at the counter on the far left.', ""D. Payment is handled by the person holding the 'Ideal' tray.""]"	B				
519	50808043546_18611cf6fb_o.jpg	Where can I pay for my purchases?	DG	DG	"[{""bbox_2d"": [4939, 1907, 5742, 2210], ""label"": ""cash register""}]"	#519	"[""A. Payment is handled by the person holding the 'Ideal' tray."", 'B. There is no visible cash register; you must pay online.', 'C. The cash register is on the right hand side.', 'D. You can pay at the counter on the far left.']"	C				
520	50808043546_18611cf6fb_o.jpg	Where can I pay for my purchases?	DG	DG	"[{""bbox_2d"": [4939, 1907, 5742, 2210], ""label"": ""cash register""}]"	#520	"['A. You can pay at the counter on the far left.', ""B. Payment is handled by the person holding the 'Ideal' tray."", 'C. There is no visible cash register; you must pay online.', 'D. The cash register is on the right hand side.']"	D				
521	50825383863_51c50ee6c0_o.jpg	How can I reach the bench to sit down?	DG	DG	"[{""bbox_2d"": [834, 1878, 934, 1983], ""label"": ""bench""}]"	#521	['A. Turn southwest and go straight along the path.', 'B. Turn directly to your left and walk towards the buildings.', 'C. Proceed straight ahead towards the castle.', 'D. Turn southeast and walk towards the right side of the park.']	A				
522	50825383863_51c50ee6c0_o.jpg	How can I reach the bench to sit down?	DG	DG	"[{""bbox_2d"": [834, 1878, 934, 1983], ""label"": ""bench""}]"	#522	['A. Turn southeast and walk towards the right side of the park.', 'B. Turn southwest and go straight along the path.', 'C. Turn directly to your left and walk towards the buildings.', 'D. Proceed straight ahead towards the castle.']	B				
523	50825383863_51c50ee6c0_o.jpg	How can I reach the bench to sit down?	DG	DG	"[{""bbox_2d"": [834, 1878, 934, 1983], ""label"": ""bench""}]"	#523	['A. Proceed straight ahead towards the castle.', 'B. Turn southeast and walk towards the right side of the park.', 'C. Turn southwest and go straight along the path.', 'D. Turn directly to your left and walk towards the buildings.']	C				
524	50825383863_51c50ee6c0_o.jpg	How can I reach the bench to sit down?	DG	DG	"[{""bbox_2d"": [834, 1878, 934, 1983], ""label"": ""bench""}]"	#524	['A. Turn directly to your left and walk towards the buildings.', 'B. Proceed straight ahead towards the castle.', 'C. Turn southeast and walk towards the right side of the park.', 'D. Turn southwest and go straight along the path.']	D				
525	51010034705_af855a70c7_o.jpg	How do I reach the souvenir shop?	DG	DG	"[{""bbox_2d"": [6662, 1846, 6939, 2005], ""label"": ""souvenir shop""}]"	#525	"[""A. Turn around and go straight. It's on your left."", 'B. Go straight ahead towards the altar.', ""C. Turn around and go straight. It's on your right."", ""D. It's located on an upper floor.""]"	A				
526	51010034705_af855a70c7_o.jpg	How do I reach the souvenir shop?	DG	DG	"[{""bbox_2d"": [6662, 1846, 6939, 2005], ""label"": ""souvenir shop""}]"	#526	"[""A. It's located on an upper floor."", ""B. Turn around and go straight. It's on your left."", 'C. Go straight ahead towards the altar.', ""D. Turn around and go straight. It's on your right.""]"	B				
527	51010034705_af855a70c7_o.jpg	How do I reach the souvenir shop?	DG	DG	"[{""bbox_2d"": [6662, 1846, 6939, 2005], ""label"": ""souvenir shop""}]"	#527	"[""A. Turn around and go straight. It's on your right."", ""B. It's located on an upper floor."", ""C. Turn around and go straight. It's on your left."", 'D. Go straight ahead towards the altar.']"	C				
528	51010034705_af855a70c7_o.jpg	How do I reach the souvenir shop?	DG	DG	"[{""bbox_2d"": [6662, 1846, 6939, 2005], ""label"": ""souvenir shop""}]"	#528	"['A. Go straight ahead towards the altar.', ""B. Turn around and go straight. It's on your right."", ""C. It's located on an upper floor."", ""D. Turn around and go straight. It's on your left.""]"	D				
529	51026653851_db2bd178df_o.jpg	My car is located near the OFFICE DEPOT sign, how can I get there?	DG	DG	"[{""bbox_2d"": [6485, 1720, 6545, 1768], ""label"": ""OFFICE DEPOT sign""}]"	#529	['A. Walk to the back, then turn left.', 'B. Go straight and turn right.', 'C. Go straight and turn left.', 'D. Walk to the back, then turn right.']	A				
530	51026653851_db2bd178df_o.jpg	My car is located near the OFFICE DEPOT sign, how can I get there?	DG	DG	"[{""bbox_2d"": [6485, 1720, 6545, 1768], ""label"": ""OFFICE DEPOT sign""}]"	#530	['A. Walk to the back, then turn right.', 'B. Walk to the back, then turn left.', 'C. Go straight and turn right.', 'D. Go straight and turn left.']	B				
531	51026653851_db2bd178df_o.jpg	My car is located near the OFFICE DEPOT sign, how can I get there?	DG	DG	"[{""bbox_2d"": [6485, 1720, 6545, 1768], ""label"": ""OFFICE DEPOT sign""}]"	#531	['A. Go straight and turn left.', 'B. Walk to the back, then turn right.', 'C. Walk to the back, then turn left.', 'D. Go straight and turn right.']	C				
532	51026653851_db2bd178df_o.jpg	My car is located near the OFFICE DEPOT sign, how can I get there?	DG	DG	"[{""bbox_2d"": [6485, 1720, 6545, 1768], ""label"": ""OFFICE DEPOT sign""}]"	#532	['A. Go straight and turn right.', 'B. Go straight and turn left.', 'C. Walk to the back, then turn right.', 'D. Walk to the back, then turn left.']	D				
533	51132530929_5e3e3f9eec_o.jpg	How can I sit next to the sitting white-clothed person?	DG	DG	"[{""bbox_2d"": [3753, 1912, 4296, 2072], ""label"": ""sitting white-clothed person""}]"	#533	['A. Go straight, sit on the 3rd row of the right pew.', 'B. Sit on the pew directly next to us.', 'C. Go straight, sit on the 4th row of the left pew.', 'D. Turn around and sit on the 1st row of the back pews.']	A				
534	51132530929_5e3e3f9eec_o.jpg	How can I sit next to the sitting white-clothed person?	DG	DG	"[{""bbox_2d"": [3753, 1912, 4296, 2072], ""label"": ""sitting white-clothed person""}]"	#534	['A. Turn around and sit on the 1st row of the back pews.', 'B. Go straight, sit on the 3rd row of the right pew.', 'C. Sit on the pew directly next to us.', 'D. Go straight, sit on the 4th row of the left pew.']	B				
535	51132530929_5e3e3f9eec_o.jpg	How can I sit next to the sitting white-clothed person?	DG	DG	"[{""bbox_2d"": [3753, 1912, 4296, 2072], ""label"": ""sitting white-clothed person""}]"	#535	['A. Go straight, sit on the 4th row of the left pew.', 'B. Turn around and sit on the 1st row of the back pews.', 'C. Go straight, sit on the 3rd row of the right pew.', 'D. Sit on the pew directly next to us.']	C				
536	51132530929_5e3e3f9eec_o.jpg	How can I sit next to the sitting white-clothed person?	DG	DG	"[{""bbox_2d"": [3753, 1912, 4296, 2072], ""label"": ""sitting white-clothed person""}]"	#536	['A. Sit on the pew directly next to us.', 'B. Go straight, sit on the 4th row of the left pew.', 'C. Turn around and sit on the 1st row of the back pews.', 'D. Go straight, sit on the 3rd row of the right pew.']	D				
537	51149849730_e186e650d7_o.jpg	How do I go downstairs from this viewpoint?	DG	DG	"[{""bbox_2d"": [3041, 1934, 3206, 2018], ""label"": ""stairs""}]"	#537	['A. Walk straight, turn slightly left, then proceed down the stairs.', 'B. Walk straight, turn slightly right, then proceed down the stairs.', 'C. Directly turn right and go straight.', 'D. Directly turn left and go straight.']	A				
538	51149849730_e186e650d7_o.jpg	How do I go downstairs from this viewpoint?	DG	DG	"[{""bbox_2d"": [3041, 1934, 3206, 2018], ""label"": ""stairs""}]"	#538	['A. Directly turn left and go straight.', 'B. Walk straight, turn slightly left, then proceed down the stairs.', 'C. Walk straight, turn slightly right, then proceed down the stairs.', 'D. Directly turn right and go straight.']	B				
539	51149849730_e186e650d7_o.jpg	How do I go downstairs from this viewpoint?	DG	DG	"[{""bbox_2d"": [3041, 1934, 3206, 2018], ""label"": ""stairs""}]"	#539	['A. Directly turn right and go straight.', 'B. Directly turn left and go straight.', 'C. Walk straight, turn slightly left, then proceed down the stairs.', 'D. Walk straight, turn slightly right, then proceed down the stairs.']	C				
540	51149849730_e186e650d7_o.jpg	How do I go downstairs from this viewpoint?	DG	DG	"[{""bbox_2d"": [3041, 1934, 3206, 2018], ""label"": ""stairs""}]"	#540	['A. Walk straight, turn slightly right, then proceed down the stairs.', 'B. Directly turn right and go straight.', 'C. Directly turn left and go straight.', 'D. Walk straight, turn slightly left, then proceed down the stairs.']	D				
541	51272074286_7a3f1335cb_o.jpg	How do I reach the building with the GOSCH sign?	DG	DG	"[{""bbox_2d"": [4061, 1626, 4493, 1911], ""label"": ""building with the GOSCH sign""}]"	#541	"['A. Walk along the waterfront to your right.', 'B. Turn left and follow the path away from the water.', ""C. It's right in your left."", 'D. Head back towards the large hotel building.']"	A				
